STRIKER_V,V_MAX,STRIKER_V_ERRBAR_HALF,V_MAX_ERRBAR_HALF
0.005228197762956366,0.002488774123746879,0.0005228197762956366,0.0008646570129276442
0.010933620739432782,0.0063157189874657625,0.0010933620739432782,0.0018973771455280252
0.022865252596366317,0.011060020790245451,0.002286525259636632,0.006744727518854896
0.033066025977478423,0.02299385521720801,0.0033066025977478426,0.007187349745915502
0.04781762498950186,0.030086302416841914,0.004781762498950186,0.010893878717615768
0.06432189048216,0.037243090302282,0.006432189048216,0.008650468514244726
