T_EN6,V_RELATED
-3.,-1.262177448353619e-22
-2.99,-1.262177448353619e-22
-2.98,-1.262177448353619e-22
-2.97,-1.262177448353619e-22
-2.96,-1.262177448353619e-22
-2.95,-1.262177448353619e-22
-2.94,-1.262177448353619e-22
-2.93,-1.262177448353619e-22
-2.92,-1.262177448353619e-22
-2.91,-1.262177448353619e-22
-2.9,-1.262177448353619e-22
-2.89,-1.262177448353619e-22
-2.88,-1.262177448353619e-22
-2.87,-1.262177448353619e-22
-2.86,-1.262177448353619e-22
-2.85,-1.262177448353619e-22
-2.84,-1.262177448353619e-22
-2.83,-1.262177448353619e-22
-2.82,-1.262177448353619e-22
-2.81,-1.262177448353619e-22
-2.8,-1.262177448353619e-22
-2.79,-1.262177448353619e-22
-2.78,-1.262177448353619e-22
-2.77,-1.262177448353619e-22
-2.76,-1.262177448353619e-22
-2.75,-1.262177448353619e-22
-2.74,-1.262177448353619e-22
-2.73,-1.262177448353619e-22
-2.7199999999999998,-1.262177448353619e-22
-2.71,-1.262177448353619e-22
-2.7,-1.262177448353619e-22
-2.69,-1.262177448353619e-22
-2.68,-1.262177448353619e-22
-2.67,-1.262177448353619e-22
-2.66,-1.262177448353619e-22
-2.65,-1.262177448353619e-22
-2.64,-1.262177448353619e-22
-2.63,-1.262177448353619e-22
-2.62,-1.262177448353619e-22
-2.61,-1.262177448353619e-22
-2.6,-1.262177448353619e-22
-2.59,-1.262177448353619e-22
-2.58,-1.262177448353619e-22
-2.57,-1.262177448353619e-22
-2.56,-1.262177448353619e-22
-2.55,-1.262177448353619e-22
-2.54,-1.262177448353619e-22
-2.53,-1.262177448353619e-22
-2.52,-1.262177448353619e-22
-2.51,-1.262177448353619e-22
-2.5,-1.262177448353619e-22
-2.49,-1.262177448353619e-22
-2.48,-1.262177448353619e-22
-2.4699999999999998,-1.262177448353619e-22
-2.46,-1.262177448353619e-22
-2.45,-1.262177448353619e-22
-2.44,-1.262177448353619e-22
-2.4299999999999997,-1.262177448353619e-22
-2.42,-1.262177448353619e-22
-2.41,-1.262177448353619e-22
-2.4,-1.262177448353619e-22
-2.39,-1.262177448353619e-22
-2.38,-1.262177448353619e-22
