V_MAX_2,V_MAX_2_ERRBAR_HALF,V_MAX_13,V_MAX_13_ERRBAR_HALF
0.041655720757712865,0.02994127824116291,0.0046254221391127765,0.006530758126865606
0.0297359925081982,0.024405560686948973,0.0031674581724152637,0.0072581727095642565
0.021595395808301752,0.0159729438222779,0.002300653168052504,0.0044711850978334765
0.009742238576956011,0.007896561612381977,0.0029158657255371604,0.0032379761342924856
0.005156130697486772,0.005010821638141775,0.0011877085295349716,0.0013386393754198512
0.002302283489134407,0.0017596414209590943,0.0005813110054203721,0.0009495190369482647
