T_EN6,V_RELATED
-2.98,0.016581217447916668
-2.96,0.017666286892361112
-2.94,0.018412272135416668
-2.92,0.017428927951388888
-2.9,0.01800537109375
-2.88,0.01837836371527778
-2.86,0.018954806857638888
-2.84,0.019056532118055556
-2.82,0.019192165798611112
-2.8,0.01868353949652778
-2.78,0.019632975260416668
-2.76,0.019361707899305556
-2.74,0.021158854166666668
-2.72,0.02044677734375
-2.7,0.020345052083333336
-2.68,0.020989312065972224
-2.66,0.020684136284722224
-2.64,0.022176106770833336
-2.62,0.021497938368055556
-2.6,0.021023220486111112
-2.58,0.020955403645833336
-2.56,0.02020941840277778
-2.54,0.01959906684027778
-2.52,0.01959906684027778
-2.5,0.019124348958333336
-2.48,0.018344455295138888
-2.46,0.017632378472222224
-2.44,0.017496744791666668
-2.42,0.015462239583333334
-2.4,0.015123155381944446
-2.38,0.014716254340277778
-2.36,0.01254611545138889
-2.34,0.011867947048611112
-2.32,0.010918511284722222
-2.3,0.010002983940972222
-2.28,0.007290310329861111
-2.26,0.004408094618055556
-2.24,0.0038316514756944445
-2.22,0.001898871527777778
-2.2,0.00006781684027777778
-2.18,-0.0006103515625
-2.16,-0.0030178493923611114
-2.14,-0.005866156684027778
-2.12,-0.006917317708333334
-2.1,-0.008917914496527778
-2.08,-0.010545518663194444
-2.06,-0.01437717013888889
-2.04,-0.01678466796875
-2.02,-0.019056532118055556
-2.,-0.02044677734375
-1.98,-0.022684733072916668
-1.96,-0.0250244140625
-1.94,-0.026516384548611112
-1.92,-0.027431911892361112
-1.9,-0.029432508680555556
-1.88,-0.031094021267361112
-1.86,-0.03458658854166667
-1.84,-0.034417046440972224
-1.82,-0.03597683376736111
-1.8,-0.03811306423611111
-1.78,-0.038045247395833336
-1.76,-0.040181477864583336
-1.74,-0.04085964626736111
-1.72,-0.04045274522569445
-1.7,-0.04130045572916667
-1.68,-0.04194471571180556
-1.66,-0.04191080729166667
-1.64,-0.04031711154513889
-1.62,-0.03970675998263889
-1.6,-0.040486653645833336
-1.58,-0.040486653645833336
-1.56,-0.03736707899305556
-1.54,-0.036383734809027776
-1.52,-0.03495958116319445
-1.5,-0.03373887803819445
-1.48,-0.032416449652777776
-1.46,-0.028889973958333336
-1.44,-0.0274658203125
-1.42,-0.02478705512152778
-1.4,-0.020412868923611112
-1.38,-0.016343858506944444
-1.36,-0.013699001736111112
-1.34,-0.011461046006944446
-1.32,-0.007086859809027778
-1.3,-0.00335693359375
-1.28,0.002170138888888889
-1.26,0.0035942925347222225
-1.24,0.007392035590277778
-1.22,0.012037489149305556
-1.2,0.016276041666666668
-1.18,0.020039876302083336
-1.16,0.025872124565972224
-1.14,0.030178493923611112
-1.12,0.034111870659722224
-1.1,0.03797743055555556
-1.08,0.04208034939236111
-1.06,0.04560682508680556
-1.04,0.04977756076388889
-1.02,0.05343967013888889
-1.,0.05686442057291667
-0.98,0.06059434678819445
-0.96,0.0628662109375
-0.94,0.06554497612847222
-0.92,0.06944444444444445
-0.9,0.0702243381076389
-0.88,0.07117377387152778
-0.86,0.07371690538194445
-0.84,0.07337782118055555
-0.82,0.07317437065972222
-0.8,0.0741916232638889
-0.78,0.07453070746527778
-0.76,0.07351345486111112
-0.74,0.07253011067708334
-0.72,0.07012261284722222
-0.7,0.06622314453125
-0.68,0.062255859375
-0.66,0.05801730685763889
-0.64,0.05343967013888889
-0.62,0.04974365234375
-0.6,0.04526774088541667
-0.58,0.03946940104166667
-0.56,0.03217909071180556
-0.54,0.02600775824652778
-0.52,0.018886990017361112
-0.5,0.012037489149305556
-0.48,0.003933376736111111
-0.46,-0.0036282009548611114
-0.44,-0.01285129123263889
-0.42,-0.021837022569444444
-0.4,-0.031060112847222224
-0.38,-0.04163953993055556
-0.36,-0.04970974392361111
-0.34,-0.05984836154513889
-0.32,-0.06947835286458334
-0.3,-0.0790744357638889
-0.28,-0.08826361762152778
-0.26,-0.09935167100694445
-0.24,-0.108642578125
-0.22,-0.11820475260416667
-0.2,-0.1270209418402778
-0.18,-0.13580322265625
-0.16,-0.14485677083333334
-0.14,-0.15116373697916669
-0.12,-0.15869140625
-0.1,-0.16560872395833334
-0.08,-0.17225477430555555
-0.06,-0.17832438151041669
