STRIKER_V,V_MAX,STRIKER_V_ERRBAR_HALF,V_MAX_ERRBAR_HALF
0.005228197762956366,0.0020159086135607155,0.0005228197762956366,0.0012558747434738013
0.010933620739432782,0.005919274421204832,0.0010933620739432782,0.001672017794661052
0.022865252596366317,0.00958676815397093,0.002286525259636632,0.0070667309977809085
0.033066025977478423,0.017352415014921352,0.0033066025977478426,0.00919482973206466
0.04781762498950186,0.02145091842194997,0.004781762498950186,0.00957402534284272
0.06432189048216,0.028661522796264827,0.006432189048216,0.005986336508491312
