PULSE_ENERGY_EN3,MOMENTUM_GAIN_EN6,PULSE_ENERGY_ERRBAR_HALF_EN3,MOMENTUM_GAIN_ERRBAR_HALF_EN3
0,0,0,0
0.1,2.143849723751619,0.002,0.9789767526390668
0.2,3.478835915963724,0.004,1.1535821722665642
0.35000000000000003,6.389593266880336,0.007000000000000001,1.5804097526491978
0.5,8.98860667209395,0.01,1.4540363493170718
0.645,10.322091086968262,0.0129,1.8040911633659877
0.795,11.516442088901865,0.0159,1.7772389304305305
