PULSE_ENERGY_EN3,MOMENTUM_GAIN_EN6,PULSE_ENERGY_ERRBAR_HALF_EN3,MOMENTUM_GAIN_ERRBAR_HALF_EN3
0,0,0,0
0.1,3.7694030002801058,0.002,0.8433875728306829
0.2,7.855707302328304,0.004,1.3747150428219728
0.35000000000000003,12.440268090553722,0.007000000000000001,1.3774189038399396
0.5,16.052096227154866,0.01,2.203744083659876
0.65,20.091445863736777,0.013000000000000001,3.0443609048352642
0.8,23.045826661201627,0.016,2.4137575902094897
