PULSE_ENERGY_EN3,MOMENTUM_GAIN_EN6
0.428,13.207280157679724
0.43,13.268996420098787
0.432,13.330712682517852
0.434,13.392428944936915
0.436,13.45414520735598
0.438,13.515861469775045
0.44,13.577577732194108
0.442,13.639293994613173
0.444,13.701010257032237
0.446,13.7627265194513
0.448,13.824442781870365
0.45,13.88615904428943
0.452,13.947875306708493
0.454,14.009591569127558
0.456,14.071307831546623
0.458,14.133024093965686
0.46,14.19474035638475
0.462,14.256456618803815
0.464,14.318172881222878
0.466,14.379889143641943
0.468,14.441605406061008
0.47000000000000003,14.503321668480071
0.47200000000000003,14.565037930899136
0.47400000000000003,14.6267541933182
0.47600000000000003,14.688470455737264
0.47800000000000004,14.750186718156328
0.48,14.81190298057539
0.482,14.873619242994454
0.484,14.93533550541352
0.486,14.997051767832582
0.488,15.058768030251647
